,persname,dipl,dipl_ctx_lr15,pb_n,doc,dipl-ids
843,José_Antonio_Pavón_y_Jiménez,P.,"Juss. ) Kf. ziemlich klein , zwischen den B. 565. Soliva R. P. ( Solivaea Cass. , Gymnostyles",280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23527', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23528_virtualSpan']"
844,Alexandre_Henri_Gabriel_de_Cassini,Cass.,"Juss. ) Kf. ziemlich klein , zwischen den B. sitzend 565. , zuletzt Soliva R. P. ( Solivaea Cass. , Gymnostyles",280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23528', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23529_virtualSpan']"
845,Antoine_Laurent_de_Jussieu,Juss.,"Juss. ) Kf. ziemlich klein , zwischen den B. sitzend 565. , zuletzt ziemlich kugelig ; Soliva R. P. ( Solivaea Cass. , Gymnostyles",280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23529', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23530_virtualSpan']"
846,Hipólito_Ruiz_López,R.,"von Chile und Argentinien bis zum südlichen Brasilien — Niedrige , niederliegende oder rasenbildende Kräuter mit geteilten B. 6 Arten . S. sessilis R. P. ( Fig. 129 H )",280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23530', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23531_virtualSpan']"
847,José_Antonio_Pavón_y_Jiménez,P.,"von Chile und Argentinien bis zum südlichen Brasilien und Niedrige , niederliegende oder rasenbildende Kräuter mit geteilten B. 6 Arten . S. sessilis R. P. ( Fig. 129 H )",280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23531', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23532_virtualSpan']"
848,Antoine_Laurent_de_Jussieu,Juss.,"bis zum südlichen Brasilien und ( vielleicht eingeschleppt ) in Kalifornien . S. nasturtiifolia ( Juss. ) DC. in Argen- tinien und Uruguay , in Madeira und Portugal eingebürgert ( Hippia",280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23532', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23533_virtualSpan']"
849,Augustin_Pyramus_De_Candolle,DC.,"südlichen Brasilien und ( vielleicht eingeschleppt ) in Kalifornien . S. nasturtiifolia ( Juss. ) DC. in Argen- tinien und Uruguay , in Madeira und Portugal eingebürgert ( Hippia Brotero ,",280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23533', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23534_virtualSpan']"
850,Robert_Brown,R. Br.,"in Madeira und Portugal eingebürgert ( Hippia Brotero , nicht L. ) . S. anthemidifolia R. Br. von Argentinien bis Südbrasilien und ( vermutlich eingeschleppt ) in Ost- australien . Außerdem noch",280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok143_virtualSpan', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok144_virtualSpan']"
851,João_de_Loureiro,Lour.,"eingeschleppt ) in Ost- australien . Außerdem noch 3 Arten in Chile . 566. Centipedia Lour. ( Myriogyne Less. ) Kf. klein , zuletzt kugelig , an den Zweigen sitzend (",280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23535', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23536_virtualSpan']"
852,Christian_Friedrich_Lessing,Less.,"Ost- australien . Außerdem noch 3 Arten in Chile . 566. Centipedia Lour. ( Myriogyne Less. ) Kf. klein , zuletzt kugelig , an den Zweigen sitzend ( endständig , scheinbar",280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23536', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23537_virtualSpan']"
853,Christian_Friedrich_Lessing,Less.,. — 1jährige oder ausdauernde Kräuter mit ungeteilten B. 5 Arten . C. elatinoides ( Less. ) Benth. et Hook. fil. in Chile ; C. orbicularis Lour. häufig im tropischen Asien,280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23537', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23538_virtualSpan']"
854,George_Bentham,Benth.,1jährige oder ausdauernde Kräuter mit ungeteilten B. 5 Arten . C. elatinoides ( Less. ) Benth. et Hook. fil. in Chile ; C. orbicularis Lour. häufig im tropischen Asien von Afghanistan,280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23538', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23539_virtualSpan']"
855,William_Jackson_Hooker,Hook.,"ausdauernde Kräuter mit ungeteilten B. 5 Arten . C. elatinoides ( Less. ) Benth. et Hook. fil. in Chile ; C. orbicularis Lour. häufig im tropischen Asien von Afghanistan ostwärts ,",280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23539', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23540_virtualSpan']"
856,João_de_Loureiro,Lour.,". C. elatinoides ( Less. ) Benth. et Hook. fil. in Chile ; C. orbicularis Lour. häufig im tropischen Asien von Afghanistan ostwärts , in Australien und Madagaskar ; außerdem 3",280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23540', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23541_virtualSpan']"
857,Augustin_Pyramus_De_Candolle,DC.,"ostwärts , in Australien und Madagaskar ; außerdem 3 Arten in Australien . 567 Spaeromorphaea DC. Kf. klein , in den Blattachseln einzeln kurz gestielt ; Hüllb. 3—4reihig , die",280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23541', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23542_virtualSpan']"
858,Nathaniel_Wallich,Wall.,"ϴ . — Kleines ausdauerndes Kraut mit gezähnten B. 1 Art ; S. Russeliana ( Wall. ) DC. im westlichen Ostindien und Siam . 568. Abrotanella Cass. ( Trineuron , Ceratella",280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23542', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23543_virtualSpan']"
859,Augustin_Pyramus_De_Candolle,DC.,"— Kleines ausdauerndes Kraut mit gezähnten B. 1 Art ; S. Russeliana ( Wall. ) DC. im westlichen Ostindien und Siam . 568. Abrotanella Cass. ( Trineuron , Ceratella und Scleroleima",280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23543', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23544_virtualSpan']"
860,Alexandre_Henri_Gabriel_de_Cassini,Cass.,"; S. Russeliana ( Wall. ) DC. im westlichen Ostindien und Siam . 568. Abrotanella Cass. ( Trineuron , Ceratella und Scleroleima Hook. fil. ) Kf. klein , an den Zweigenden",280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23544', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23545_virtualSpan']"
861,William_Jackson_Hooker,Hook.,"im westlichen Ostindien und Siam . 568. Abrotanella Cass. ( Trineuron , Ceratella und Scleroleima Hook. fil. ) Kf. klein , an den Zweigenden einzeln oder zusammengedrängt zwischen den B. sitzend",280,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23545', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23546_virtualSpan']"
862,John_Hutton_Balfur,Balf.,", völlig ganzrandigen , schmalen , etwas flei- schigen B. 12 Arten . A. rhynchocarpa Balf. fil. auf der Insel Rodriguez bei Mauritius , 3 auf den Feuerlandsinseln , 3 in",281,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23546', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23547_virtualSpan']"
863,Christian_Friedrich_Lessing,Less.,") , 5 auf Neuseeland und auf den Inseln Auckland und Campbell . 569. Schistostephium Less. Kf. teils klein und ebensträußig , teils größer und einzeln ; Hüllb. ∞reihig ; ♀",281,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23547', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23548_virtualSpan']"
864,Carl_von_Linné,L.,"eingeschnittenen B. 6 Arten im südöstlichen Afrika , nördlich bis zum Zambeze . 570. Hippia L. Kf. klein , eben- sträußig , heterogam ; Hülle 2reihig ; ♀ Rand- bl. 1—2reihig",281,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23548', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23549_virtualSpan']"
865,Carl_von_Linné,L.,"meist fiederspaltigen B. 4 Arten im südlichen und südwestlichen Küstengebiet des Kaplandes . 571. Artemisia L. Kf. klein , zum Teil sehr klein , cylindrisch bis kugelig , gewöhn- lich nickend",281,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23549', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23550_virtualSpan']"
866,Alexandre_Henri_Gabriel_de_Cassini,Cass.,"Über die Bestäubung vergl. S. 113 . Sect. I . Dracunculus Besser ( einschl. Oligosporus Cass. , Picrothamnus Nutt. ) . Kf. heterogam , Scheibenbl. unfruchtbar ; Blbd. nackt ; anemophile",281,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23550', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23551_virtualSpan']"
867,Thomas_Nuttall,Nutt.,"vergl. S. 113 . Sect. I . Dracunculus Besser ( einschl. Oligosporus Cass. , Picrothamnus Nutt. ) . Kf. heterogam , Scheibenbl. unfruchtbar ; Blbd. nackt ; anemophile Pfl. — Gegen",281,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23551', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23552_virtualSpan']"
868,Carl_von_Linné,L.,", darunter 11 in Nordamerika ( und Mexiko ) . Zu erwähnen : A. Dracunculus L. Fig. 130 . B. völlig ganzrandig , höchstens die untersten an der Spitze 3spaltig in",281,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23552', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23553_virtualSpan']"
869,Carl_von_Linné,L.,"nicht selten gebaut und als Gewürz und zur Bereitung des Estragonessigs gebraucht . A. campestris L. ( halb- strauchig , B. 2—3fach fiederteilig , Kf. eiförmig ) in Europa ,",281,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23553', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23554_virtualSpan']"
870,André_Michaux,Michx.,"Europa , Nordafrika , Sibirien , China und dem Orient bis Persien . A. canadensis Michx. ( Staude , B. doppelt fiederteilig , Kf. kugelig , Hüllb. breiter hautrandig ) in",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23554', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23555_virtualSpan']"
871,Wilhelm_Daniel_Joseph_Koch,W. K.,"doppelt fiederteilig , Kf. kugelig , Hüllb. breiter hautrandig ) in Nordamerika . A. scoparia W. K. ( 1jährig , Kf. sehr klein , B. 2—3fach fiederteilig ) von Österreich bis",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok898_virtualSpan', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok899_virtualSpan']"
872,Carl_von_Linné,L.,"— 37 Arten , darunter 9 in Nordamerika und 4 in Chile . A. maritima L. ( Kf. eiförmig , 5blütig , B. 2—3fach fiederteilig , nur die obersten ungeteilt",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23556', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23557_virtualSpan']"
873,William_Watson,W.,"Meeresufern des nördlichen und westlichen Europas und an salzigen Orten des Binnenlandes . A. fragrans W. ( A. monogyna W. K. ; 3—8blütig , B. des Blütenstandes ungeteilt von Südeuropa",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23557', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23558_virtualSpan']"
874,Wilhelm_Daniel_Joseph_Koch,W. K.,"Afghanistan und Sibirien westlichen Europas und an salzigen Orten des Binnenlandes . A. fragrans W. ( A. monogyna W. K. ; 3—8blütig , B. des Blütenstandes ungeteilt von Südeuropa bis",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok988_virtualSpan', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok989_virtualSpan']"
875,Nicolaus_Joseph_Jacquin,Jacq.,"Chile , Argentinien und Patagonien , 2 auf den Sandwichinseln und 1 , A. afra Jacq. , im Kaplande und stellenweise im tropischen Afrika . A. annua L. , 1jährig ,",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23559', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23560_virtualSpan']"
876,Carl_von_Linné,L.,", A. afra Jacq. , im Kaplande und stellenweise im tropischen Afrika . A. annua L. , 1jährig , von Ungarn bis China und Sibirien . A. Abrotanum L. ( Eberraute",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23560', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23561_virtualSpan']"
877,Carl_von_Linné,L.,"A. annua L. , 1jährig , von Ungarn bis China und Sibirien . A. Abrotanum L. ( Eberraute , Eberreis ) mit 1—2fach fiederförmig in fadenförmige Abschnitte geteilten B. ,",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23561', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23562_virtualSpan']"
878,William_Watson,W.,"B. , in Südeuropa , ihres angenehmen Geruches wegen nicht selten kultiviert . A. procera W. ( der vorigen sehr ähnlich , durch feiner zerteilte B. verschieden ) von Dalmatien bis",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23562', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23563_virtualSpan']"
879,Carl_von_Linné,L.,"Armenien und Sibirien . Die niedrigere und durch am Grunde geöhrelte B. verschiedene A. pontica L. von Süddeutschland bis zur Songarei . A. vulgaris L. ( mit einfach fiederteiligen , unterseits",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23563', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23564_virtualSpan']"
880,Carl_von_Linné,L.,"Grunde geöhrelte B. verschiedene A. pontica L. von Süddeutschland bis zur Songarei . A. vulgaris L. ( mit einfach fiederteiligen , unterseits weißfilzigen B. ) in Europa , dem Orient bis",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23564', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23565_virtualSpan']"
881,Thomas_Nuttall,Nutt.,") in Europa , dem Orient bis Japan , Sibirien und Nordamerika . A. Ludoviciana Nutt. mit ein- fachen oder in wenige Abschnitte geteilten B. in Nordamerika und Mexiko . A.",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23565', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23566_virtualSpan']"
882,Franz_Xaver_von_Wulfen,Wulf.,"ein- fachen oder in wenige Abschnitte geteilten B. in Nordamerika und Mexiko . A. spicata Wulf. mit einfachen Stengeln und traubig-ährigem Blütenstand , Alpenpfl. A. fasciulata M. B. in Armenien und",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23566', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23567_virtualSpan']"
883,Marschall_von_Bieberstein,M. B.,"Mexiko . A. spicata Wulf. mit einfachen Stengeln und traubig-ährigem Blütenstand , Alpenpfl. A. fasciulata M. B. in Armenien und Nordpersien bildet durch ihren ebensträußig-rispigen Blütenstand einen Übergang zu Chrysanthemum § Tanacetum",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok1234_virtualSpan', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok1235_virtualSpan']"
884,Augustin_Pyramus_De_Candolle,DC.,", gehört aber wegen ihrer ungerippten , pappuslosen Fr. zu A. Sect. IV . Absinthium DC. Kf. heterogam , Bl. sämtlich fruchtbar , Blbd. behaart . — 34 Arten , davon",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23568', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23569_virtualSpan']"
885,Carl_von_Linné,L.,"Arten , davon 1 auf den Capverdischen Inseln und 2 in Nordamerika . A. arborescens L. im Mittelmeergebiet , strauchig . A. camphorata Vill. in den Gebirgen von Spanien u. Frank-",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23569', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23570_virtualSpan']"
886,Dominique_Villars,Vill.,"und 2 in Nordamerika . A. arborescens L. im Mittelmeergebiet , strauchig . A. camphorata Vill. in den Gebirgen von Spanien u. Frank- reich bis Ungarn , Halbstrauch von stark kampferartigem",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23570', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23571_virtualSpan']"
887,Carl_von_Linné,L.,"Spanien u. Frank- reich bis Ungarn , Halbstrauch von stark kampferartigem Geruch . A. Absinthium L. ( Wer- muth ; B. 1—2fach fiederspaltig , unterseits grau seidenhaarig ) von Mittel-",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23571', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23572_virtualSpan']"
888,Dominique_Villars,Vill.,"und Nordafrika bis Kaschmir und Sibirien , dient zur Bereitung des Absynth . A. Mutellina Vill. ( rasig mit einfachen Stengeln und traubig-ährigem Blütenstand ) , häufige Alpenpfl. 572. Crossostephium Less.",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23572', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23573_virtualSpan']"
889,Christian_Friedrich_Lessing,Less.,"Vill. ( rasig mit einfachen Stengeln und traubig-ährigem Blütenstand ) , häufige Alpenpfl. 572. Crossostephium Less. Von der vorigen durch zahlreichere ( ungefähr 2reihige ) ♀ Randbl. und die durch 5",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23573', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23574_virtualSpan']"
890,Christian_Friedrich_Lessing,Less.,". — Graufilziger Strauch mit ganzrandigen oder 2—3spaltigen B. 1 Art , C. artemisiodes Less. , auf Luzon und in China bei Canton . Die Gattung ist nach A. Gray",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23574', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23575_virtualSpan']"
891,Asa_Gray,A. Gray,"artemisiodes Less. , auf Luzon und in China bei Canton . Die Gattung ist nach A. Gray mit Tanacetum zu vereinigen . 573. Isoëtopsis Turcz. Kf. ziemlich klein , dicht gedrängt zwischen",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok1418_virtualSpan', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok1419_virtualSpan']"
892,Nikolai_Stepanowitsch_Turtschaninow,Turcz.,"Canton . Die Gattung ist nach A. Gray mit Tanacetum zu vereinigen . 573. Isoëtopsis Turcz. Kf. ziemlich klein , dicht gedrängt zwischen den wurzel- ständigen B. sitzend , heterogam ;",282,NatürlichePflanzenfamilien_1887_Engler,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23576', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23577_virtualSpan']"
